,cafe_id,message,point1
4533,2072114149,"이태리 요리 인생 맛집.
피시앤 칩스랑 파스타(이름 까먹음... 알리올리오랑 비슷함)  추천.
",1
4534,8535503,남자 사장 매우 퉁명스러움.,0
4535,8535503,이마트에서 장보다가 잠깐 들러 커피의 여유를 느낄 수 있는 곳~!,1
4536,8535503,이마트에서 쇼핑하다가 마실 수 있는 커피!! 특별함은 없습니다. ,1
4537,8535503,맛은..다른 이디야 커피랑 비슷한 듯..이마트 안에 있어서 좀 시끄러운 듯하지만.. 이마트 옆에있는 오즈비보단.. 이디야 커피가 맛있는 듯 해요.,1
4538,1649274768,조용하고 직원분 너무 친절하십니다,1
4539,9024564,분위기 좋은 곳에서 여유롭게 차를 마실 수 있어 좋습니다. ,1
4540,9024564,다양해서 골라먹는 맛이 있네요 ㅎㅎ,1
4541,9024564,은은한 차향이 넘좋구~~분위기도 굿~!,1
4542,239978643,영업안하는것같아요~,0
4543,239978643,오픈시간 넘었는데 열지도않았고~ 전화도 안받고~ 공지도 없고~^^ ,0
4544,239978643,ㅠㅠ 너무 맛있고 예쁘고 여기는 완벽해유ㅠ 가게건물도 예쁘고 안에 분위기도 정말 예쁘네요 ㅎㅎ ㅠㅠ 양도 적당하구용 너무 맛있었어요 사람이 많이 없어서 더 좋았던거 같아요 ㅎㅎ ㅎ ,1
4545,239978643,사장님도 친절하시고 음식이 정말 맛있어요. 새우가 들어간 매콤한 크림스파게티와 토마토 소스 기반의 스튜 비슷한 요리를 먹었는데 너무 행복했습니다. 가게도 예쁘고 분위기도 한적해서 여유롭게 여행할 때 들르기 좋을 것 같아요.,1
4547,263044374,카페인가 정원인가.. 이뿐옷입고 인생샷남기세요 추천!,1
4548,263044374,제주도 최고뷰의 카페예요!! 삼각대+샤랄라원피스 필수~ㅎㅎ ,1
4549,263044374,"우연히 들른카페
정원도 커피도 친절도 
포니조랑말도 좋아요",1
4550,263044374,"무심결에 들어간 카페
분위기 굿
신비의 정원이 숨겨있네요
커피 맛도 굿",1
4552,2062083931,"1층, 2층으로 분리된 카페 공간도 좋고 무엇보다 2층의 긴 원목 테이블도 좋고 조용한 분위기가 굿.  프랜차이즈 카페치고는 관리가 잘 되어 있어서  깨끗한 느낌이 좋음.",1
4553,19637817,Очень уютная кофейня. Хозяйка сама обжаривает кофейные зерна из разных регионов и заваривает кофе. ,1
4554,19637817,아담한 까페인데 분위기도 좋아요. 한참 앉아서 놀다왔네요^^,1
4555,19637817,"이곳에서
사장님이 로스팅한 커피 마시며
책 한권 읽고 싶은 분위기이네요.

커피맛은 말할 필요 없네요.
부드럽고 향이 좋습니다.",1
4556,19637817,"분위기가 참 좋네요
감귤 생과일 쥬스도 넘 맛있게 먹었습니다
커피는 일행이 마셨는데 향이 좋더라구요
사장님도 친절하세요 ^^",1
4557,19637817,커피맛은 괜찮지만 분위기는 별로예요,1
4558,19637817,가시리 시원한 카페,0
4559,19637817,친절은 잠깐만 있어봐서 알순없고요 커피맛은 모드락 스페샬 먹어봤는데 가격과 일부러 찾아간 노력에 비해 실망입니다. 그낭 일반 원두는 안 먹어봐서 모르겠고요. 10점짜리 평들 보면 평가자들 카피 입맛이 의심됨,0
4560,19637817,"커피한잔하고싶어 검색해 찾아간 곳인데, 사장님 정말 친절하시구 좋은시간 보내고 왔어요 커피향 정말 좋더라구용~~",1
4561,19637817,가시리에 오면 꼭 들러야 할곳.가시리 돼지 고기만 먹지 말고 모드락에서 커피도 같이 마시자,1
4562,19637817,사랑과 정이 넘치는 공간..^^ 사장님 그런 시간과 공간을 선물해주셔서 감사합니다. 커피한잔값만 내고 너무나도 소중한 것들을 얻어갑니다.,1
4563,19637817,생각없이 들린 이곳은 커피향으로 나를 설레이게 하였다사장님 번창 하세요,1
4564,19637817,"여자친구랑 여행와서 우연히 찾게 되었는데
크림스파게티 먹었었는데 정말 맛있었어요ㅠㅠ
커피도 무지 맛있어서 돌아가기전에 다시 와야겠어요
사장님도 무지 친절하셔서 좋았어요",1
4565,19637817,"그런데 여기 포스팅 된 사진은 카페로 바뀌기 전 옛날 집이네요~
지금은 이 모습 아니죠~
카페 외벽엔 주인장이  그린 멋진 벽화도 있고요~
아무튼 직접 가보면 참 좋습니다,",1
4566,19637817,"제주의 정겨운 마을 가시리엔 따라비 오름이 있고~ 음~ 정말 최고의 커피 맛 , 멋스럽고 편안한 분위기의 모드락 카페가 있다. 제주시에 사는 나도 그 곳 커피 맛이 고파 먼길 마다 않고 주말에 종종 달려간다~ 에스프레소,탄자니아, 코스타리카 타라쥬, 카모마일, 신선한 생딸기 쥬스~ 등등, 모두 최고의 맛이다. 가격도 착하다~",1
4567,19637817,"제주 중산간 마을 가시리 ... 오름과 멀리 바다가 보이고, 평원이 이어지는 평화로운 마을,돌담길따라 산책하는 재미도 쏠쏠, cafe 모드락572 를 만난 기쁨이 있었습니다. 신선한 원두를 갓 볶아 내린 드립커피에 여행이 주는 여유로움을 한껏 느끼고, 갤러리에 와 있는 듯 디자이너 작품도 감상도 하는 좋은 시간이었습니다. 적극 추천합니다 Wow",1
4568,1360363074,커피 스콘 모두 맛있어요,1
4569,1360363074,여행객보다는 현지 주민들이 많이 찾는다고 함.,1
4571,552481804,"소형견 말티 델고 강아지+노트북 가능한 카페를 찾다가 발견한 보물같은 장소!!! 사장님 내외분 인상도 좋으시고 넘넘 친절하세요~~
낯가리는 울 강쥐에게 건강식 호박스튜도 내어주셔서 감동이었어요~ 
가장 중요한 커피는 딱 알맞게! 두부케잌은 커피랑 너무 잘 어울렸어요!! 달지 않고 입속에서 스르르♡
인생 커피숍 찾음요^^",1
4572,552481804,"뜻밖의 장소, 맛있는 커피, 케잌, 친절한 사장님.
조용하고 깨끗해서 좋구요.",1
4573,552481804,"인생커피.
완벽하다.
인테리어, 커피, 청결 모두.
",1
4574,552481804,"분위기 좋고
친절하시고
디저트 음료 다 맛있네요.

시나몬 우유커피와 감자한모 주문해서 맛있게 잘 먹고 갑니다.",1
4575,552481804,"인생디저트를 맛본 날입니다ㅠㅠ
치즈케이크 너무 맛있고, 카페 분위기도 너무 좋고
사장님 두분도 너무 친절한 곳이에요!
조듬 외지긴 하지만 후회는 절대 안해요!",1
4576,552481804,외진곳에 있어서 찾기힘들었지만 들어오자마자 특유의 분위기에 신선했던곳! 무엇보다 케이크가 진-짜 맛있고! 사장님께서 수박까지 서비스로 주셔서 인심이 느껴졌던 곳입니다 ㅎㅎ,1
4577,552481804,농협 귤창고인줄 알고 지나칠뻔한 곳ㅋ 최여사님 호두정과 커피랑 정말 잘 어울리고 맛나네요,1
4578,552481804,제주도에서 먹어본 커피랑 케이크 중에서 제일 맛있었어요. 어설프게 겉멋만 잔뜩 들어간 커피가 아니라 나를 위해 정성껏 내려준 커피를 대접받는 기분이었어요. 케이크는 엄마가 좋은 재료들 잔뜩 넣고 설탕 적당히 넣어 건강하고 맛있게 만들어준 케이크같았어요. 다음에 제주도에 가면 무조건 재방문! ,1
4579,552481804,그냥 그냥,0
4580,552481804,분위기 맛 서비스 모두 좋은 곳. 제주에서 조용히 사색하다 가기 딱 좋다. 해가 쏟아지는 날 빛이 움직이는 걸 천천히 보는 걸 추천. 재방문의사 10000,1
4582,1489290700,사장님 영어 발음 쩔음.. 외국에서 오래 살다오셨거나 교포이시거나. 커피맛 분위기 최고.,1
4583,1489290700,"왜 여기는 지도에 한번에 안 뜨는것일까,,, 사장님 스윗하신데,,,, ",1
4585,2145589981,부동산입니다,0
4586,2145589981,공사중입니다 가지마세요,0
4587,2145589981,"망고빙수가 살랑살랑 맛있었던 별두개,2층 바다뷰가 정말 맘에 들어요.식사후에 바닷가 포구를 걸어도 좋은 보기드문 파스타 집이더군요.",1
4588,1918075858,"분위기 너무 좋아요
말차정말 맛나네요
",1
4590,795878887,"말 그대로 사진찍으러 가는 곳이네요
음료는 그냥저냥이지만 다른 시설들때문인지 가격이 비싼 편이고
카페는 나쁘지 않은데 화장실이 너무...이렇게 넓은데 이동식 화장실 세 칸짜리 하나 있고 그마저 너무 지저분해서 놀랐어요 최근에 이곳 저곳 관광지나 식당, 카페 다녀본 중에 제일 더러웠어요",0
4592,795878887,그냥저냥. 너무 인조적 느낌. 넓은 공간이 살짝 아쉬울 정도~,1
4593,795878887,"분위기 좋고 사진 찍을 때 많고 아직까지 괜찮아보임 나중에 재방문해서 재평가 해보겠음

",1
4594,517527024,"바람불고 비오는날
딱! 굿.
커피도 괜찮고 따뜻하니 좋아요",1
4595,517527024,시간 때우기는 좋고 음식도 분식집 수준으로 괜찮네요.. ^^,1
4596,517527024,좋습니다,1
4597,517527024,얼마전까지 자주갔는데 음식이 맛이별로,1
4598,517527024,좋아욤,1
4599,17449648,친절하고 커피도 맛있습니다~! ,1
4600,15779952,"너무 오래돼서..ㅎ 내부가 복층으로 돼 있는데, 테이블에 벨도 없고.. 주문이 좀 불편해요~",1
4601,15779952,사람 별로 없어요..간판좀 바꾸고 리모델링 하면 좋을텐데...,1
4602,15779952,완전 가본지 오래된거 같아요~~ 사람들이 많이 가지 않아서 조용히 대화하기 좋아요~ㅎ,1
4603,15779952,"분위기는 별로예요.. 좀 오래된 커피숍이라.. ㅋ
빙수는 맛있어요.. 늘.. 조용 ㅋ ",1
4605,16729584,"멋진 뷰, 깔끔하고 감성돋는 인테리어, 친절함, 맛있는 디저트까지. 모자란 거 하나 없이 좋음.",1
4606,16729584,"отличное место, с приятным персоналом и музыкой.",1
4607,16729584,"뷰가 너무 예쁘고 차, 케익 모두 정말 맛있었어요!
일하시는분이 너무 친절하셔서 기분좋게 쉬다 가요 :)",1
4608,16729584,일하는분이 일단 친절하고 뷰가 좋다,1
4611,16729584,"뷰는 정말 아름다웠음. 
하지만 약간 미사리느낌이 나고 들어가자마자 약간 큼큼한 냄새. 오래된가게에서 나는 냄새남. 
조용히 다들 책읽는 분위기는 좋았음. 나갈무렵 들어온 아이들이 시끄러웠지만..",1
4612,16729584,"석양이 너무예쁘고
소박한 항이 너무예쁜 카페
더불어 덤으로 주인장 인심이 후하기까지 ^♡^",1
4613,16729584,"사장님의 미소가 노을과 함께 기억나요
파도도 멋지고 전망을 각층마다 볼수 있어 좋아요
통원형창이라 분위기도 짱임다
호텔경력이시라 그런지 맛도깔끔 내부도 깔끔함다",1
4614,16729584,제주도 여행중 기억에 남는 카페~ 후기 들이 좋아서 한번 가봤는데 분위기도 좋고 전망도 좋아서 매우 만족 스러웠어요~ 애월에 계신분들에게 강력 추천 합니다~!!,1
4615,16729584,제주도에도 내노라하는 카페가 많은데 여기는 제가 간데중 세손가락 안에는 들거같아요 인테리어도 예쁘고 주변경관도 좋고 맛도 괜찮았어요 ,1
4616,16729584,섬속의섬에서 잠시 채칵 채칵... 돌아가는  종이시계 바늘소리가들립니다. 오셔서 차 한잔하시면 들을 수 있네요. 쉿~~~~~조용히 찿아오세요 ,1
4617,16729584,여기는 외관부터 포카리같은 느낌이여서 방문했는데 ~ 여기 뷰가... 와 어마어마해요~  언덕쪽에 있어서 너무 좋았습니다! 여자친구랑 추위 좀 녹이다가 갔네요~~ ,1
4618,16729584,"커피향이 신선하고, 한적한 바다 풍광이 고혹적이네요!! ",1
4619,16729584,"우선 맛있어요. 커피도 그렇고, 요거트는 진짜 별미구요. 뜨거운 수제과일차인 댕유자차, 자몽차, 생강꿀차가 맛있었어요. 아, 그리고 영업시간은 11:00~23:00 예요. 착오없으시길~~~  제주가시면 꼬옥 가보세요. 바다경치는 기본입니다.",1
4620,16729584,진짜 대박... 바다전망에서 진짜 한동안 멍~~~ 할 수 밖에 없었네요~ 뷰가 끝내줘요!! 거기다 커피맛도 좋았어요~~~~!!!!>_<,1
4621,16729584,전 주인에 이어서 새로 하시는 분께서 너무 친절하시고 정성껏 만들어 주셔서 감사해요. 커피 맛 좋구요...자몽차와 과일요거트가 일품이예요.,1
4622,16729584,"뷰 를 찾으십니까?
좋은 커피 를드시고싶으시면 
주인장부부 가 자신들 고향 인 미국  씨애틀 에서 직접 공수해오는            스타벅스 카피랍니다",1
4623,396403026,"여기 여자사장 ○○○ 4가지 없음.
혼자 일하나...",0
4624,396403026,"뷰는 좋아요 
그런데 라떼가 양이너무 적고 머핀은 오천원인대 전자레인지에 데워와서 초코가 녹아버려서 맛이 없었어요
식사까지먹어보려햇는데 커피와디저트에실망 해버려서 ㅠ",0
4625,396403026,맥주가 맛나요 ,1
4626,396403026,밤11시까지 영업하는 보석같은 곳으로 부늬기 좋아요. 푹눕는 의자도 있고 ㅎㅎ,1
4628,722011726,고양이들도 귀엽고 음식도 너무 맛있어요 ㅎ ㅎ ,1
4629,722011726,사장님 너무 친절하세요! 까만 피부도 멋져요 ㅎ,1
4630,722011726,맛있어요^^,1
4631,722011726,고양이  발바닥 너무 좋아요,1
4632,722011726,술안주로 계란말이 먹는데 존맛ㅋㅋㅋㅋ또온다.사장님 개친절,1
4633,722011726,미리 말씀드리고 가서 예약하고 눈오는날 수육 먹었습니다. 정말 맛있게 먹고 왔습니다,1
4635,722011726,오징어볶음 + 소면 핵존맛탱. 피곤했는데 맥주 한잔 같이 먹으니 피로가 풀려요 :) ,1
4636,2009040177,깨끗하고 주변이 편안한 동네 분위기라서 좋습니다 ,1
4637,2009040177,집 근처라 자주 가는데 커피 맛있고 친절~,1
4639,826924991,가지마세요.,0
4640,1878148134,너무 맛있는 본죽 지점^_^ 사장님과 직원분들 모두 친절합니다!! ,1
4641,1878148134,메뉴가 다양하고 속이 편안한데 맛있기까지 함. 조리가 메뉴얼화 되어 있는듯. 간이나 맛의 편차가 거의 없고 일관됨. 단 하나의 단점은 가격이 좀 쎈편.. 하지만 싸고 대충하는 음식보다는 이런 음식이 좋음.,1
4642,266260346,음료는 그럭저럭 맛있는데.. 사장님이 좀 불친절하심..,1
4643,1705505338,굿,1
4644,1705505338,인스타감성 좋아요 &hearts; ,1
4645,1705505338,사장님이 너무 이쁘세요,1
4648,1807578595,"카페도 예쁘고, 정원도 넓어서 뛰어놀기 좋았던거 같아요 !!",1
4649,1807578595,강아지들 귀엽 귀엽 ㅎㅎㅎ 사장님이 친절하네용,1
4650,26885574,땅콩 아이스크림 먹었는데 맛은 딱땅콩맛이고 수제 아이스크림이라그런지 기본이상은 합니다 가격이 좀 비싸지만 양을 많이줘요,1
4651,26885574,"인생 아이스크림집 입니다
자주올수 없다는게 최대의 단점이네요 ㅜㅜ",1
4652,26885574,최고의 아이스크림이에요,1
4653,26885574,별로...죄송,0
4654,26885574,"땅콩 감귤 맛있습니다
이집 아이스크림 잘하네",1
4655,26885574,더울때 갔더니 사막에 오아시스 같은 맛이네요.,1
4656,26885574,우도땅콩젤라또 맛있다. ,1
4657,26885574,서귀포지점이랑 맛은 같은데 휘젓는 기계가 없어서 쫀득함이 부족한것같아 아쉽지만 맛있어요! ,1
4658,26885574,"옆집 수퍼가 싸고,  양도 많고, 맛은 같당~",0
4659,26885574,"핵 맛.! 
가격 싸면 계속 먹을수 있다.!!",1
4660,26885574,아이스크림  좋아하면 여긴 픽!,1
